"gene","gene_len","transcript_len","intron_len"
"Gm31559",14472,2427,12045
"LOC105243560",15276,431,14845
"Rbms3",1467547,9569,1457978
"LOC105243565",7653,5639,2014
"Gm18489",561,561,0
"LOC105243563",3230,3134,96
"LOC102635502",2163,1657,506
"LOC105243562",36384,3438,32946
"LOC105243561",6729,5145,1584
"Azi2",29398,7186,22212
"Cmc1",86214,1866,84348
"Gm17399",20153,3775,16378
"Gm32867",18370,10765,7605
"Gm33088",2158,535,1623
"Gm26975",43920,3080,40840
"4933432G23Rik",7210,837,6373
"Gm33285",4697,330,4367
"Gm33408",31408,3207,28201
"Eomes",7953,3724,4229
"Gm33460",3536,1636,1900
"Golga4",76325,17368,58957
"Gm18935",664,664,0
"Itga9",294295,7116,287179
"Gm10157",1372,591,781
"LOC105243566",7956,2258,5698
"LOC102636563",3188,2887,301
"LOC105243567",855,374,481
"Ctdspl",117584,4688,112896
"Gm33645",3417,1233,2184
"Mir26a-1",90,90,0
"Vill",18797,3481,15316
"Plcd1",21976,3844,18132
"Dlec1",46712,7216,39496
"Acaa1b",9051,2705,6346
"Gm10608",1436,1436,0
"Slc22a14",20978,2429,18549
"Slc22a13",16138,2032,14106
"Slc22a13b-ps",11202,1455,9747
"Oxsr1",84279,6997,77282
"Myd88",4053,1905,2148
"Acaa1a",9245,1867,7378
"Xylb",36439,5202,31237
"Acvr2b",40552,11247,29305
"Exog",20596,4002,16594
"Scn5a",95627,8777,86850
"Scn10a",110577,6635,103942
"Gm33701",10236,351,9885
"Scn11a",71727,5971,65756
"Gm2449",11967,1443,10524
"Wdr48",31692,4014,27678
"Gorasp1",11886,3483,8403
"Ttc21a",30190,4184,26006
"Csrnp1",13972,7355,6617
"Gm33800",26403,2190,24213
"Xirp1",9844,5839,4005
"Cx3cr1",19614,3753,15861
"Gm33858",2083,1402,681
"Ccr8",2774,1156,1618
"Slc25a38",13952,3551,10401
"Rpsa",4604,1861,2743
"Snora62",130,130,0
"Gm5922",3882,2738,1144
"Mobp",31640,6376,25264
"LOC105245083",3928,3653,275
"LOC102642880",42450,562,41888
"Myrip",172183,7348,164835
"Gm15566",709,709,0
"Gm34159",19008,8361,10647
"Gm15565",1081,1081,0
"D830035M03Rik",2127,1152,975
"Eif1b",2722,917,1805
"Gm7229",20440,1866,18574
"Entpd3",28510,3453,25057
"Rpl14",3137,935,2202
"5830454E08Rik",743,743,0
"Gm34323",40950,1201,39749
"LOC105243569",8715,1237,7478
"LOC105243570",3241,1961,1280
"LOC105243571",7023,804,6219
"Gm18101",548,548,0
"LOC105243572",10457,1778,8679
"LOC105243573",5868,2769,3099
"Gm34425",2324,801,1523
"LOC105243574",2196,1186,1010
"Gm34480",4164,2185,1979
"1700020M21Rik",1477,642,835
"4930593C16Rik",6348,583,5765
"LOC102637827",1677,971,706
"Ctnnb1",27108,3623,23485
"Mir7090",62,62,0
"Ulk4",325944,10490,315454
"Gm34945",8250,5471,2779
"Gm18229",1138,1138,0
"Gm34735",3065,1676,1389
"Gm34655",2006,842,1164
"Trak1",177413,9943,167470
"LOC105245086",3968,3928,40
"Cck",5871,854,5017
"LOC102643147",30083,2457,27626
"Lyzl4",63726,1022,62704
"Lyzl4os",27236,726,26510
"Vipr1",30239,4902,25337
"Sec22c",26692,7474,19218
"Gm35095",3620,3563,57
"Deb1",2533,517,2016
"Nktr",38662,10281,28381
"E530011L22Rik",3304,3304,0
"Zfp651",13105,7249,5856
"Klhl40",13902,3041,10861
"Hhatl",8510,3187,5323
"Ccdc13",41892,5265,36627
"Higd1a",9798,2382,7416
"LOC105243577",1930,1467,463
"Ackr2",12717,3149,9568
"Cyp8b1",1950,1950,0
"1700048O20Rik",9742,1848,7894
"Fam198a",37223,4371,32852
"Pomgnt2",14421,2584,11837
"LOC105243578",20292,4689,15603
"LOC105243580",22026,1376,20650
"LOC105243579",4614,1223,3391
"Snrk",52442,5184,47258
"Ano10",118570,3157,115413
"Mir8106",139,139,0
"Gm35289",3189,597,2592
"Gm35398",2566,1878,688
"Abhd5",29986,3276,26710
"A730085K08Rik",16780,566,16214
"Gm35454",2236,334,1902
"9530059O14Rik",8147,3978,4169
"Mir138-1",99,99,0
"Gm35501",9155,6543,2612
"Topaz1",54858,5098,49760
"Tcaim",30972,3628,27344
"Gm35549",9273,4411,4862
"Zfp445",37941,6579,31362
"Zkscan7",11641,4857,6784
"Znf660",8050,2791,5259
"Zfp105",8003,2176,5827
"1110059G10Rik",5912,3361,2551
"Kif15",67682,6014,61668
"Gm35691",410,410,0
"Tmem42",2454,1251,1203
"Tgm4",32818,3192,29626
"Zdhhc3",46404,12416,33988
"Exosc7",22899,1879,21020
"Clec3b",6487,992,5495
"Cdcp1",45320,5493,39827
"Tmem158",1733,1733,0
"LOC105243581",15395,343,15052
"Scp2-ps2",479,479,0
"Lars2",95727,3978,91749
"LOC105245087",5807,1103,4704
"Limd1",42892,5053,37839
"Sacm1l",62717,3433,59284
"Gm35916",614,582,32
"Slc6a20b",38746,3287,35459
"Slc6a20a",41926,1894,40032
"Gm10052",1428,1428,0
"Lztfl1",23256,6712,16544
"Ccr9",16247,4392,11855
"Gm17021",5391,2876,2515
"Fyco1",62400,8068,54332
"Cxcr6",5290,1935,3355
"Xcr1",9715,4453,5262
"Gm2774",1146,1146,0
"Ccr1",6567,2831,3736
"Ccr1l1",1460,1460,0
"Ccr3",18061,3520,14541
"Ccr2",7223,3981,3242
"Ccr5",5641,2926,2715
"LOC105243585",14341,1749,12592
"Gm34971",5886,5235,651
"2010315B03Rik",20918,2786,18132
"Nlrp4g",5661,2404,3257
"4930526I15Rik",1606,1215,391
"Gm20783",10019,6329,3690
"Ppp2r3d",38094,4501,33593
"LOC102638775",1105,732,373
"Gm30674",2616,611,2005
"Gm3318",1208,1208,0
"9230019H11Rik",9735,2830,6905
"B020014A21Rik",8103,1938,6165
"Gm8155",1602,1602,0
"Gm6667",35376,748,34628
"H60c",11891,3027,8864
"Gm29826",87838,499,87339
"Gm16514",442,442,0
"Gm18703",745,745,0
"LOC105245092",1231,484,747
"Gm26752",9790,2161,7629
"Ppp1r14c",98909,2711,96198
"Gm29987",14737,1506,13231
"Gm30033",29802,1096,28706
"Iyd",14599,1540,13059
"LOC102632053",14133,1268,12865
"Gm30164",38943,5798,33145
"Plekhg1",227053,9233,217820
"Gm16149",555,555,0
"Gm16148",876,876,0
"Mthfd1l",196641,7120,189521
"Gm16074",2891,2834,57
"LOC105245093",8316,3089,5227
"Gm30570",6695,2657,4038
"Akap12",93143,6247,86896
"LOC105245094",33400,3671,29729
"Zbtb2",25629,8314,17315
"Rmnd1",29242,3142,26100
"1700052N19Rik",25933,2887,23046
"LOC105245095",21992,934,21058
"Ccdc170",80959,5338,75621
"Gm3266",601,601,0
"Esr1",393645,9266,384379
"Syne1",530638,32858,497780
"LOC105245096",3917,3185,732
"Myct1",13062,2777,10285
"Vip",8425,1555,6870
"LOC105245097",2714,1544,1170
"Gm30617",6680,372,6308
"Fbxo5",6308,1807,4501
"Mtrf1l",13272,3836,9436
"Rgs17",96738,8539,88199
"Gm18902",1102,1102,0
"Gm3213",5392,522,4870
"Gm4921",8190,8190,0
"Oprm1",279617,15495,264122
"Ipcef1",137407,8921,128486
"Cnksr3",93177,4200,88977
"LOC105245098",3164,3056,108
"Gm21321",2052,1393,659
"Ulbp1",28765,1979,26786
"LOC105245099",5371,1091,4280
"Lrp11",35717,3451,32266
"Pcmt1",51594,4760,46834
"Gm30697",7053,6993,60
"A630066F11Rik",1253,1253,0
"Nup43",11383,1290,10093
"BC020402",2188,2188,0
"Lats1",35253,7667,27586
"Katna1",37151,1915,35236
"LOC105245103",6749,1459,5290
"Ginm1",13000,1591,11409
"LOC102632778",1414,501,913
"Ppil4",29673,3045,26628
"Zc3h12d",38075,4261,33814
"Mir5104",94,94,0
"Tab2",50578,4599,45979
"Gm30820",8992,1340,7652
"LOC105245104",125224,314,124910
"Gm30906",18775,2100,16675
"Gm30959",3950,2699,1251
"Ust",314073,4790,309283
"LOC102633239",21956,4342,17614
"LOC105245105",12105,2888,9217
"LOC105245106",2255,1085,1170
"Sash1",233921,9801,224120
"Gm31329",20828,2180,18648
"Gm31263",7471,3939,3532
"Gm31177",6655,6655,0
"Samd5",47950,2495,45455
"Gm6150",7188,2980,4208
"Gm31471",4374,479,3895
"Gm19161",734,734,0
"Stxbp5",145681,10250,135431
"Gm28905",192290,4574,187716
"Gm31904",4829,2422,2407
"LOC102634128",23725,4499,19226
"Adgb",139433,6397,133036
"Gm15568",1349,1349,0
"Rab32",13169,2054,11115
"Gm5177",10369,3785,6584
"Grm1",396319,7856,388463
"4930567K20Rik",7086,444,6642
"Shprh",68275,11735,56540
"LOC105245161",1269,1200,69
"Fbxo30",16719,5338,11381
"Epm2a",114788,1964,112824
"Gm16207",728,728,0
"Gm9797",1182,1182,0
"LOC105245107",29760,216,29544
"Utrn",487499,17438,470061
"Gm7525",4438,4438,0
"B230208H11Rik",6482,1182,5300
"Stx11",24518,2894,21624
"Sf3b5",734,734,0
"LOC105245108",23989,258,23731
"Plagl1",40907,5260,35647
"Zc2hc1b",34944,2457,32487
"Ltv1",14541,2419,12122
"Gm30035",946,946,0
"Phactr2",266805,9761,257044
"Fuca2",16270,3976,12294
"Pex3",29308,2412,26896
"Adat2",10470,1453,9017
"Aig1",221983,1915,220068
"Gm32172",7929,633,7296
"Gm32105",5218,328,4890
"Gm8330",1221,1221,0
"Hivep2",185600,13535,172065
"LOC105245109",2050,1109,941
"Gpr126",143143,7384,135759
"Gm10335",535,535,0
"Vta1",50768,1936,48832
"1700016L04Rik",53411,910,52501
"Gje1",2589,1477,1112
"Gm8355",2103,2103,0
"Nmbr",18132,3761,14371
"Gm30118",587,587,0
"Gm18188",533,533,0
"Gm7198",1312,1312,0
"LOC105245110",61943,1189,60754
"Gm32283",4273,911,3362
"Gm9535",831,831,0
"C330004P14Rik",15289,628,14661
"Gm18557",1777,1777,0
"Gm5178",901,901,0
"Gm5948",830,830,0
"Gm18039",636,636,0
"Gm20125",144689,3401,141288
"Gm6765",545,545,0
"LOC105245111",6493,891,5602
"Gm32716",56290,605,55685
"Gm32656",18821,1923,16898
"Gm32543",20593,2008,18585
"Cited2",2470,2114,356
"Gm20655",12978,5726,7252
"Txlnb",49575,4587,44988
"Gm7584",937,937,0
"Heca",49026,5270,43756
"Abracl",12104,993,11111
"Reps1",69595,2997,66598
"Ect2l",81869,2900,78969
"Ccdc28a",21307,1413,19894
"LOC105245112",9262,6667,2595
"Nhsl1",215335,12361,202974
"Gm18942",1121,1121,0
"LOC102635572",9161,7184,1977
"Hebp2",5954,1910,4044
"D10Bwg1379e",162231,14699,147532
"Gm4922",9626,5081,4545
"Gm32926",54423,3091,51332
"4930444F02Rik",34632,4202,30430
"Perp",12003,1901,10102
"Tnfaip3",14501,4809,9692
"1700124M09Rik",603,259,344
"Tpi-rs5",1344,1344,0
"Gm20139",66199,6220,59979
"LOC105245113",8243,444,7799
"Gm7213",950,950,0
"Gm33056",34829,1565,33264
"Olig3",2066,2066,0
"Gm33104",20677,1481,19196
"Ifngr1",18268,2099,16169
"Il22ra2",12654,2468,10186
"Gm33332",56859,984,55875
"Il20ra",48381,2966,45415
"Slc35d3",4445,4014,431
"Pex7",47585,1894,45691
"Map3k5",208238,6831,201407
"Map7",132671,6825,125846
"LOC102636340",2984,500,2484
"4930405J17Rik",2608,629,1979
"Gm6251",592,592,0
"Gm30285",425,265,160
"Mir6413",108,108,0
"Bclaf1",31043,7278,23765
"Mtfr2",14681,3369,11312
"Pde7b",328017,5760,322257
"Gm17229",1144,1144,0
"Gm17230",3870,3870,0
"Gm33510",18872,383,18489
"Rps2-ps3",787,787,0
"Ahi1",127941,5408,122533
"Gm20149",13501,4907,8594
"Myb",36055,3777,32278
"LOC105245114",9875,1483,8392
"Gm33619",1698,621,1077
"Gm33671",11963,1849,10114
"Gm33728",23714,1191,22523
"Gm2467",1233,1233,0
"Hbs1l",72911,5001,67910
"4930455C13Rik",22968,1016,21952
"Gm33803",6919,578,6341
"Aldh8a1",19279,2243,17036
"Fkbp1a-ps2",1539,1539,0
"Gm33945",14173,3850,10323
"Gm33892",3369,813,2556
"1700020N01Rik",29231,1061,28170
"Gm5420",3134,2206,928
"Gm6846",13602,2575,11027
"Sgk1",117720,4158,113562
"LOC105245115",2583,2067,516
"Gm18511",800,800,0
"Gm7672",2357,2357,0
"Gm18637",1539,1539,0
"Gm34267",4265,1175,3090
"4930444G20Rik",1771,1771,0
"Gm2539",28098,2486,25612
"E030030I06Rik",36221,2292,33929
"Gm7678",940,940,0
"Gm4895",1712,1712,0
"Raet1e",33260,4116,29144
"Gm26740",120098,3228,116870
"Gm1972",13985,1452,12533
"H60b",15671,3684,11987
"C920009B18Rik",6223,4515,1708
"Gm5421",2737,2737,0
"Raet1d",12279,1326,10953
"Gm34607",34287,2632,31655
"Gm34656",6565,2455,4110
"Gm10825",4658,4548,110
"Gm16531",13976,1452,12524
"LOC105245116",10467,152,10315
"Gm26585",739,739,0
"LOC105245118",42711,1020,41691
"Slc2a12",91158,4931,86227
"Tbpl1",28697,3960,24737
"Mir7663",61,61,0
"LOC105245117",4342,4267,75
"Gm17794",1164,1164,0
"Gm10824",8578,1740,6838
"Tcf21",2866,1239,1627
"Gm35027",17645,961,16684
"Gm35126",13869,1171,12698
"Gm35179",17662,864,16798
"LOC105245119",1877,672,1205
"Eya4",247895,7349,240546
"Gm35291",12953,1292,11661
"Rps12",2027,518,1509
"Snora33",105,105,0
"Snord100",68,68,0
"Slc18b1",31316,3278,28038
"Vnn3",18382,1811,16571
"Vnn1",10657,2417,8240
"Taar1",999,999,0
"Taar2",22028,1179,20849
"Taar3",1032,1032,0
"Taar4",1044,1044,0
"Taar5",1014,1014,0
"Taar6",1038,1038,0
"Taar7a",1077,1077,0
"Taar7b",1077,1077,0
"Taar7c-ps",1055,1055,0
"Gm15136",574,574,0
"Taar7d",1077,1077,0
"Taar7e",1077,1077,0
"Gm6884",719,719,0
"Taar7f",1077,1077,0
"Taar8a",1035,1035,0
"Taar8b",1035,1035,0
"Taar8c",1109,1109,0
"Taar9",1047,1047,0
"LOC105245120",6661,827,5834
"Stx7",39672,2529,37143
"Moxd1",79267,3083,76184
"LOC102638890",263831,13527,250304
"LOC105245121",5158,4225,933
"Gm36089",18790,4070,14720
"Gm6893",3155,2619,536
"Ctgf",3242,2403,839
"Enpp1",74241,6874,67367
"Enpp3",62382,2815,59567
"Med23",43544,4946,38598
"Mir6905",70,70,0
"Arg1",12264,1477,10787
"LOC105245122",3247,1647,1600
"Gm36172",2353,635,1718
"Gm36228",32662,2181,30481
"Gm4777",956,956,0
"Gm36313",22521,8658,13863
"Akap7",130485,7849,122636
"Gm7791",763,763,0
"LOC105245123",7315,1318,5997
"Epb4.1l2",163722,7186,156536
"Smlr1",8330,674,7656
"Gm29571",167090,8288,158802
"Gm36908",7214,4535,2679
"Gm36543",15850,4121,11729
"4930401C15Rik",58124,865,57259
"Gm19801",5108,5108,0
"Gm8681",615,615,0
"Gm6906",566,566,0
"Gm29673",1184,1184,0
"Tmem200a",88227,5874,82353
"Gm9767",1193,1193,0
"Gm4739",989,989,0
"Samd3",43299,4652,38647
"L3mbtl3",101520,5460,96060
"Gm5649",1245,1245,0
"Gm30034",66171,1284,64887
"Gm8709",1206,1206,0
"Arhgap18",223337,4614,218723
"Gm30534",319,319,0
"Lama2",635767,10105,625662
"LOC105245124",854,561,293
"Gm17917",946,946,0
"4930579H20Rik",7558,1714,5844
"Gm30165",24794,301,24493
"Gm30228",63844,1075,62769
"Gm18041",618,618,0
"Gm18972",832,832,0
"Gm10145",694,694,0
"Gm18507",525,525,0
"Ptprk",523067,7174,515893
"LOC105245125",15785,14907,878
"Themis",215494,5351,210143
"4930519F09Rik",1545,1545,0
"2310057J18Rik",14019,1319,12700
"Gm18508",1699,1699,0
"Gm9824",1180,1180,0
"Gm30619",3322,647,2675
"Soga3",56357,4670,51687
"9330159F19Rik",31588,11881,19707
"LOC105245126",3251,1266,1985
"Echdc1",35155,4906,30249
"Rnf146",18267,4456,13811
"Gm30698",1228,1155,73
"LOC105245127",7612,1856,5756
"Gm18903",559,559,0
"Rspo3",82762,2397,80365
"Gm10275",634,634,0
"Gm6390",1213,1213,0
"Gm232",6001,2698,3303
"Gm8767",1073,1073,0
"Gm2829",513,513,0
"Cenpw",4592,1576,3016
"Gm4780",1244,1244,0
"LOC105245128",1184,280,904
"Trmt11",67923,4089,63834
"Gm20300",3440,3440,0
"Hint3",21195,1628,19567
"Ncoa7",160396,8238,152158
"Gm5171",2367,2367,0
"Gm30618",8610,2997,5613
"Hey2",10425,2532,7893
"Gm30676",37029,545,36484
"Gm7333",4480,3361,1119
"Gm5422",2907,2907,0
"Hddc2",14725,4069,10656
"Tpd52l1",113770,1510,112260
"Gm3258",710,710,0
"Gm30730",14612,1991,12621
"Rnf217",107839,2860,104979
"Gm7909",614,614,0
"Gm8793",1305,1305,0
"Nkain2",1204688,7925,1196763
"Gm18189",2192,2192,0
"Gm18704",742,742,0
"Trdn",393227,4514,388713
"D830005E20Rik",34013,1844,32169
"Gm19073",536,536,0
"Gm29884",458,458,0
"Gm20304",449,449,0
"Clvs2",112620,2853,109767
"Gm15939",38187,2147,36040
"Gm4794",20281,930,19351
"Gm10327",1200,1200,0
"Sult3a1",28456,1180,27276
"Rsph4a",10911,3650,7261
"Zufsp",32206,2978,29228
"Gm7940",836,836,0
"A830082N09Rik",7840,7840,0
"Rwdd1",23062,1082,21980
"Trappc3l",72219,1185,71034
"Fam26d",5530,3714,1816
"Fam26e",5168,1786,3382
"Fam26f",1906,1082,824
"Dse",56890,4404,52486
"Gm18346",653,653,0
"Gm26564",67199,547,66652
"Tspyl1",2696,2696,0
"Tspyl4",3900,3900,0
"Nt5dc1",114981,3822,111159
"Col10a1",7105,3130,3975
"Frk",128135,5107,123028
"Gm19162",723,723,0
"Gm18252",704,704,0
"Gm8834",565,565,0
"Gm18729",621,621,0
"Amd2",3201,3201,0
"Gm31016",7885,287,7598
"LOC105245129",7747,3420,4327
"Gm30795",674,674,0
"Hs3st5",327594,3101,324493
"Hdac2",27346,2227,25119
"Marcks",5684,4186,1498
"Gm16524",10240,1108,9132
"Gm31144",15369,1455,13914
"Gm26535",60148,4624,55524
"Gm31202",3664,512,3152
"Gm31330",6541,430,6111
"Gm31378",6156,606,5550
"4930591E09Rik",6130,486,5644
"LOC105245130",27619,361,27258
"Rfpl4b",6257,1174,5083
"Gm17779",43968,505,43463
"Lama4",144674,6046,138628
"Fam229b",15140,793,14347
"Tube1",17080,3146,13934
"Wisp3",12824,1418,11406
"LOC105245131",3014,676,2338
"LOC105245132",9379,5130,4249
"Gm6477",1162,1162,0
"LOC105245133",9048,427,8621
"Gm31562",10318,3443,6875
"Gm31616",1297,655,642
"Fyn",195612,4073,191539
"LOC105245135",6400,448,5952
"Gm16364",60932,10318,50614
"LOC105245134",8728,3667,5061
"Traf3ip2",42374,3147,39227
"E130307A14Rik",110597,1664,108933
"Gm8899",1468,1468,0
"Rev3l",143112,10989,132123
"LOC105245136",4934,4446,488
"AA474331",6479,781,5698
"Gm8911",2455,2455,0
"2010001E11Rik",6542,2285,4257
"Gm31848",7467,2701,4766
"G630090E17Rik",13242,1782,11460
"BC021785",28586,5981,22605
"AI317395",23696,2841,20855
"Gm8055",1186,1186,0
"Slc16a10",108733,6632,102101
"Gm31930",23154,2697,20457
"Gm31992",11869,2333,9536
"Rpf2",23794,1890,21904
"Gm32056",2489,2489,0
"Gtf3c6",10458,3028,7430
"Rnu3a",104,104,0
"Amd1",14731,3206,11525
"Gm8948",411,411,0
"Cdk19",134511,5807,128704
"Gm8067",562,562,0
"Gm32234",1954,1942,12
"Gm18671",683,683,0
"Gm17795",1014,1014,0
"Slc22a16",33815,2287,31528
"Ddo",44940,5809,39131
"Mettl24",128788,3131,125657
"Cdc40",51523,3366,48157
"Wasf1",55036,2789,52247
"Gm19611",7650,1011,6639
"Gpr6",2725,2202,523
"Gm32284",15109,492,14617
"Gm32338",32508,572,31936
"Gm32411",3033,422,2611
"Fig4",115070,3263,111807
"Ak9",130149,6756,123393
"Gm18305",2536,2536,0
"Gm18986",1986,1986,0
"Zbtb24",15227,4377,10850
"Mical1",11171,4330,6841
"Smpd2",3169,1606,1563
"Ppil6",23857,1913,21944
"Cd164",11543,2830,8713
"Ccdc162",180160,11937,168223
"5730435O14Rik",8461,617,7844
"Mir3473b",55,55,0
"Cep57l1",91029,2387,88642
"BC048559",6155,819,5336
"Sesn1",97863,3339,94524
"Armc2",110628,6785,103843
"Gm17869",671,671,0
"Gm33058",16742,1791,14951
"1700016J18Rik",10931,3006,7925
"LOC105245137",40383,5966,34417
"Gm9855",2896,2896,0
"Foxo3",94902,6838,88064
"LOC102636048",27374,8280,19094
"Gm33333",9497,2651,6846
"Lace1",166004,3092,162912
"Snx3",33316,1377,31939
"Nr2e1",21626,3269,18357
"LOC102636808",3243,2433,810
"Gm5036",2079,2079,0
"Ostm1",23547,3009,20538
"Gm15199",18630,1591,17039
"Sec63",71019,6032,64987
"Gm33916",2487,895,1592
"Scml4",100466,6769,93697
"Gm34006",3943,2609,1334
"Gm5079",20882,7882,13000
"Sobp",172089,5038,167051
"9030612E09Rik",1867,1867,0
"Pdss2",244573,8968,235605
"LOC105245138",26853,4857,21996
"Rps19-ps11",489,489,0
"Gm3699",397,397,0
"Bend3",36278,9620,26658
"Gm9803",534,534,0
"1700021F05Rik",15921,2269,13652
"Cd24a",5097,1816,3281
"F830002L21Rik",37488,1833,35655
"LOC105245140",18028,4594,13434
"Rpl26-ps1",429,429,0
"Gm34481",3546,2739,807
"LOC105245139",5497,2739,2758
"LOC105245141",1756,1229,527
"1700027J07Rik",19679,1060,18619
"LOC105245142",8524,1293,7231
"Gm9034",1218,1218,0
"4933404K13Rik",7407,1324,6083
"Qrsl1",27552,1975,25577
"Rtn4ip1",46056,2981,43075
"Aim1",198618,8091,190527
"LOC105245143",16635,2725,13910
"Gm5949",1610,1610,0
"Gm18669",805,805,0
"Speer5-ps1",49139,1522,47617
"LOC105245144",502,351,151
"Atg5",95942,2414,93528
"Gm19229",520,520,0
"Mir1929",93,93,0
"Gm35028",8034,1533,6501
"Prdm1",91387,8292,83095
"Gm5950",3198,1318,1880
"Gm35154",90002,733,89269
"4930431F10Rik",8124,1149,6975
"Gm6983",690,690,0
"LOC105245145",40660,605,40055
"Gm4795",1070,1070,0
"LOC105245146",3881,548,3333
"2310075K07Rik",923,923,0
"Prep",92768,3792,88976
"Gm15934",2112,523,1589
"Popdc3",29146,1851,27295
"Bves",36723,4722,32001
"Lin28b",110685,9122,101563
"Gm35372",18151,3904,14247
"Dbil5-ps",704,704,0
"Hace1",134775,4354,130421
"D030045P18Rik",44315,1892,42423
"Gm7338",792,792,0
"Gm35430",8787,510,8277
"LOC105245147",24792,4257,20535
"Gm19994",648,648,0
"Gm35552",91083,1241,89842
"Gm3442",919,919,0
"Gm19137",1805,1805,0
"Gm9068",1866,1866,0
"Gm3473",1101,1101,0
"C130030K03Rik",2163,2163,0
"Grik2",694409,10962,683447
"Gm18512",547,547,0
"LOC105245148",2862,2793,69
"LOC105245149",59107,535,58572
"Gm35632",48917,664,48253
"LOC105245150",998,245,753
"Gm6991",1174,1174,0
"Gm35747",31669,1424,30245
"Ascc3",258536,7479,251057
"Gm18120",514,514,0
"LOC105245152",5378,4889,489
"Sim1",94484,8776,85708
"Gm35917",11221,1487,9734
"Gm5040",862,862,0
"Gp49a",5718,1487,4231
"Lilrb4",5731,2022,3709
"LOC105245153",6622,1500,5122
"Fam162b",5179,729,4450
"Gprc6a",16927,3147,13780
"Rfx6",52681,3724,48957
"4933411G06Rik",1021,1021,0
"LOC105245154",5101,454,4647
"Vgll2",5970,1650,4320
"Ros1",150533,8618,141915
"Gm18513",620,620,0
"Dcbld1",87795,3061,84734
"Gopc",45101,4317,40784
"Gm6627",2804,2375,429
"Rps19-ps10",480,480,0
"Nepn",15742,2206,13536
"Nus1",22646,4614,18032
"Zfa-ps",3420,3420,0
"Gm36065",2204,232,1972
"Slc35f1",421122,4973,416149
"Gm36123",37238,7578,29660
"LOC105245155",9554,8992,562
"LOC105245157",25975,332,25643
"Gm36173",25564,1177,24387
"Cep85l",103903,4875,99028
"Gm19395",3418,658,2760
"Gm17823",1225,1225,0
"Pln",8314,2480,5834
"Gm36229",15020,2769,12251
"Gm5423",3359,3359,0
"Gm36280",22168,360,21808
"Gm20597",20547,5486,15061
"LOC105245158",4057,998,3059
"Mcm9",94125,7779,86346
"Asf1a",12265,2192,10073
"Fam184a",118104,6310,111794
"Man1a",171802,5381,166421
"Gm16998",5160,1230,3930
"LOC105245159",63649,221,63428
"Gm36335",21232,351,20881
"Gm31849",369,369,0
"Tbc1d32",215164,8277,206887
"Msl3l2",33054,2504,30550
"Gm29794",4643,4523,120
"Rps8-ps1",692,692,0
"Gja1",13223,3602,9621
"Gm36460",4075,802,3273
"Gm36517",663,327,336
"Gm36595",43916,2008,41908
"Gm9118",1053,1053,0
"Gm9795",1170,1170,0
"Gm31931",367,367,0
"Gm36769",2682,627,2055
"Gm36827",11399,744,10655
"LOC105245160",42917,3412,39505
"Gm7001",1687,1687,0
"Gm9129",4731,4731,0
"Gm19256",664,664,0
"4930467K11Rik",7971,723,7248
"Hsf2",26957,7068,19889
"Serinc1",16756,2879,13877
"Rpl48-ps1",885,885,0
"Pkib",109132,6288,102844
"Gm18253",907,907,0
"Gm5777",714,714,0
"Fabp7",3528,762,2766
"Smpdl3a",17287,1791,15496
"LOC100504180",3434,3434,0
"Gm10807",808,808,0
"Gm4981",1813,1813,0
"Gm9919",13669,1316,12353
"Gcc2",51304,7748,43556
"LOC105245180",4880,2144,2736
"Lims1",101257,8857,92400
"Ranbp2",47304,9477,37827
"Ccdc138",78544,3309,75235
"Gm18042",794,794,0
"Edar",74917,4035,70882
"Gm36158",6503,522,5981
"BB019430",7533,1320,6213
"Gm6494",2102,2102,0
"Sh3rf3",326545,8265,318280
"Sept10",80221,2666,77555
"Sowahc",4513,4513,0
"Gm36257",13262,1143,12119
"LOC105245181",8564,1222,7342
"LOC105245182",10370,2247,8123
"P4ha1",50059,4164,45895
"Gm10273",1141,1141,0
"Pla2g12b",18557,1422,17135
"Oit3",18820,2716,16104
"Gm36318",2133,800,1333
"Mcu",169709,4088,165621
"Gm36369",2345,2307,38
"LOC105245183",7331,4661,2670
"LOC105245184",22681,616,22065
"Micu1",161653,2461,159192
"Gm17059",2632,2095,537
"Gm7399",1330,1330,0
"Gm7413",522,522,0
"Dnajb12",19728,3076,16652
"LOC105245185",13154,312,12842
"Ddit4",2096,1685,411
"Anapc16",15723,1898,13825
"Ascc1",97498,2323,95175
"Spock2",28942,5346,23596
"Mir6906",58,58,0
"Chst3",37734,9217,28517
"Gm2038",871,871,0
"Psap",24973,2731,22242
"Cdh23",394102,12058,382044
"4632428N05Rik",81531,5551,75980
"Gm17455",4210,2469,1741
"Slc29a3",40779,5308,35471
"Unc5b",69011,6275,62736
"Gm36750",38750,1771,36979
"Mir6408",91,91,0
"Pldi",9907,853,9054
"Gm26947",8959,5377,3582
"Mir466j",122,122,0
"Gm20611",6778,1131,5647
"Pcbd1",4999,822,4177
"Sgpl1",49045,4144,44901
"Tbata",16878,2023,14855
"Adamts14",76327,5188,71139
"Gm29861",3619,1856,1763
"Prf1",6584,2317,4267
"Rpl27a-ps1",514,514,0
"Pald1",63878,4494,59384
"Nodal",7366,2094,5272
"Eif4ebp2",20173,1786,18387
"Lrrc20",107516,3741,103775
"Gm17829",1026,1026,0
"LOC105245186",26241,2789,23452
"Npffr1",33279,3913,29366
"Ppa1",25545,1292,24253
